VIN,Customer name and contact info,Date,Odometer reading,Complaint,Diagnosis,Recommended,ServicePerformed,Parts used,Labor hours billed,Technician,Invoice total,Make,Model,Year,Efficiency_Deviation,Efficiency_Loss,Estimated_Loss,Repeat_45d,Prev_Date,Days_Since_Last,Complaint_Similarity,Suspected_Misdiagnosis,Cluster_ID
1C4RJFAG4FC123456,Robert Doe | +1-946-957-3855,2022-01-17,8947,Steering wheel vibration,Low refrigerant,Rotor machining or replacement,Transmission fluid flush,Spark plugs,1.1,Carlos Garcia,212.68,Jeep,Grand Cherokee,2015,-0.8151055423130481,0.0,0.0,0,,,0.0,0,4
SYNTHVIN000137,James Hodges | +1-611-101-7838,2021-12-03,63970,Battery keeps dying,Starter motor worn,Brake pad replacement,Customer declined service,Spark plugs,1.3,Tina Brown,299.59,Jeep,Wrangler,2001,-0.6057224612525651,0.0,0.0,0,,,0.0,0,0
SYNTHVIN000137,James Hodges | +1-611-101-7838,2023-07-28,85040,Battery keeps dying,Starter motor worn,Brake pad replacement,Customer declined service,Spark plugs,1.3,Tina Brown,299.59,Jeep,Wrangler,2001,-0.6057224612525651,0.0,0.0,0,2021-12-03,602.0,1.0,0,0
SYNTHVIN000138,Laura Smith | +1-492-562-3404,2021-12-08,49796,Brakes squeaking,Starter motor worn,Transmission fluid flush,Electrical diagnostic and repair,Brake pad set,1.1,Mike Johnson,255.43,Volkswagen,Jetta,2013,-0.8151055423130481,0.0,0.0,0,,,0.0,0,4
SYNTHVIN000138,Laura Smith | +1-492-562-3404,2022-09-14,59596,Brakes squeaking,Starter motor worn,Transmission fluid flush,Electrical diagnostic and repair,Brake pad set,1.1,Mike Johnson,255.43,Volkswagen,Jetta,2013,-0.8151055423130481,0.0,0.0,0,2021-12-08,280.0,1.0000000000000002,0,4
SYNTHVIN000138,Laura Smith | +1-492-562-3404,2023-06-20,69361,Brakes squeaking,Starter motor worn,Transmission fluid flush,Electrical diagnostic and repair,Brake pad set,1.1,Mike Johnson,255.43,Volkswagen,Jetta,2013,-0.8151055423130481,0.0,0.0,0,2022-09-14,279.0,1.0000000000000002,0,0
SYNTHVIN000138,Laura Smith | +1-492-562-3404,2024-04-02,79406,Brakes squeaking,Starter motor worn,Transmission fluid flush,Electrical diagnostic and repair,Brake pad set,1.1,Mike Johnson,255.43,Volkswagen,Jetta,2013,-0.8151055423130481,0.0,0.0,0,2023-06-20,287.0,1.0000000000000002,0,0
SYNTHVIN000139,James Brown | +1-508-906-6497,2021-12-12,70931,Grinding noise when starting,O2 sensor fault,Brake pad replacement,Gasket replacement,Starter motor,2.7,Carlos Garcia,465.73,Dodge,Ram 1500,2011,0.8599591061708165,69.8595,69.8595,0,,,0.0,0,1
SYNTHVIN000139,James Brown | +1-508-906-6497,2023-01-04,84511,Grinding noise when starting,O2 sensor fault,Brake pad replacement,Gasket replacement,Starter motor,2.7,Carlos Garcia,465.73,Dodge,Ram 1500,2011,0.8599591061708165,69.8595,69.8595,0,2021-12-12,388.0,1.0,0,1
SYNTHVIN000139,James Brown | +1-508-906-6497,2024-01-20,97846,Grinding noise when starting,O2 sensor fault,Brake pad replacement,Gasket replacement,Starter motor,2.7,Carlos Garcia,465.73,Dodge,Ram 1500,2011,0.8599591061708165,69.8595,69.8595,0,2023-01-04,381.0,1.0,0,1
SYNTHVIN000140,Laura Smith | +1-492-562-3404,2022-01-15,51154,Brakes squeaking,Starter motor worn,Transmission fluid flush,Electrical diagnostic and repair,Brake pad set,1.1,Mike Johnson,255.43,Volkswagen,Jetta,2013,-0.8151055423130481,0.0,0.0,0,,,0.0,0,4
SYNTHVIN000140,Laura Smith | +1-492-562-3404,2023-01-26,64314,Brakes squeaking,Starter motor worn,Transmission fluid flush,Electrical diagnostic and repair,Brake pad set,1.1,Mike Johnson,255.43,Volkswagen,Jetta,2013,-0.8151055423130481,0.0,0.0,0,2022-01-15,376.0,1.0000000000000002,0,0
SYNTHVIN000140,Laura Smith | +1-492-562-3404,2023-12-10,75444,Brakes squeaking,Starter motor worn,Transmission fluid flush,Electrical diagnostic and repair,Brake pad set,1.1,Mike Johnson,255.43,Volkswagen,Jetta,2013,-0.8151055423130481,0.0,0.0,0,2023-01-26,318.0,1.0000000000000002,0,0
SYNTHVIN000141,James Brown | +1-508-906-6497,2022-01-21,16194,Grinding noise when starting,O2 sensor fault,Brake pad replacement,Gasket replacement,Starter motor,2.7,Carlos Garcia,465.73,Dodge,Ram 1500,2011,0.8599591061708165,69.8595,69.8595,0,,,0.0,0,1
SYNTHVIN000141,James Brown | +1-508-906-6497,2023-06-27,34464,Grinding noise when starting,O2 sensor fault,Brake pad replacement,Gasket replacement,Starter motor,2.7,Carlos Garcia,465.73,Dodge,Ram 1500,2011,0.8599591061708165,69.8595,69.8595,0,2022-01-21,522.0,1.0,0,1
SYNTHVIN000142,Jane Davis | +1-706-187-4360,2021-12-17,16121,Brakes squeaking,Worn brake pads,Cap inspection or replacement,Rotor machining or replacement,Starter motor,2.2,Laura Smith,361.17,Hyundai,Sonata,2015,0.3365014035196089,0.0,0.0,0,,,0.0,0,2
SYNTHVIN000142,Jane Davis | +1-706-187-4360,2022-12-03,28406,Brakes squeaking,Worn brake pads,Cap inspection or replacement,Rotor machining or replacement,Starter motor,2.2,Laura Smith,361.17,Hyundai,Sonata,2015,0.3365014035196089,0.0,0.0,0,2021-12-17,351.0,1.0000000000000002,0,2
SYNTHVIN000142,Jane Davis | +1-706-187-4360,2022-12-18,28931,Follow-up: Brakes squeaking,Worn brake pads,Cap inspection or replacement,Rotor machining or replacement,Starter motor,2.2,Laura Smith,361.17,Hyundai,Sonata,2015,0.3365014035196089,0.0,0.0,1,2022-12-03,15.0,0.735763635557348,1,2
SYNTHVIN000142,Jane Davis | +1-706-187-4360,2024-01-07,42406,Brakes squeaking,Worn brake pads,Cap inspection or replacement,Rotor machining or replacement,Starter motor,2.2,Laura Smith,361.17,Hyundai,Sonata,2015,0.3365014035196089,0.0,0.0,0,2022-12-18,385.0,1.0000000000000002,0,2
SYNTHVIN000143,John Martinez | +1-843-689-8379,2022-01-05,28786,Brakes squeaking,Cracked oil pan,AC system recharge,Head gasket replacement,Starter motor,1.6,John Doe,345.45,Toyota,Corolla,2015,-0.29164783966184044,0.0,0.0,0,,,0.0,0,2
SYNTHVIN000143,John Martinez | +1-843-689-8379,2023-07-17,48316,Brakes squeaking,Cracked oil pan,AC system recharge,Head gasket replacement,Starter motor,1.6,John Doe,345.45,Toyota,Corolla,2015,-0.29164783966184044,0.0,0.0,0,2022-01-05,558.0,1.0000000000000002,0,2
SYNTHVIN000144,Jane Brown | +1-871-515-2569,2021-12-16,6604,Steering wheel vibration,Blown head gasket,Brake pad replacement,Transmission fluid flush,Starter motor,1.9,Carlos Garcia,362.69,Toyota,Camry,2016,0.022426781928883983,0.0,0.0,0,,,0.0,0,2
SYNTHVIN000144,Jane Brown | +1-871-515-2569,2022-10-24,17524,Steering wheel vibration,Blown head gasket,Brake pad replacement,Transmission fluid flush,Starter motor,1.9,Carlos Garcia,362.69,Toyota,Camry,2016,0.022426781928883983,0.0,0.0,0,2021-12-16,312.0,1.0,0,2
SYNTHVIN000144,Jane Brown | +1-871-515-2569,2023-06-14,25679,Steering wheel vibration,Blown head gasket,Brake pad replacement,Transmission fluid flush,Starter motor,1.9,Carlos Garcia,362.69,Toyota,Camry,2016,0.022426781928883983,0.0,0.0,0,2022-10-24,233.0,1.0,0,2
SYNTHVIN000144,Jane Brown | +1-871-515-2569,2024-04-03,35969,Steering wheel vibration,Blown head gasket,Brake pad replacement,Transmission fluid flush,Starter motor,1.9,Carlos Garcia,362.69,Toyota,Camry,2016,0.022426781928883983,0.0,0.0,0,2023-06-14,294.0,1.0,0,2
SYNTHVIN000145,Mike Anderson | +1-343-747-6372,2021-12-14,15925,grinding noise on start,Worn brake pads,Rotor machining or replacement,Cap inspection or replacement,Alternator,1.6,Laura Smith,368.83,Nissan,Altima,2015,-0.29164783966184044,0.0,0.0,0,,,0.0,0,2
SYNTHVIN000145,Mike Anderson | +1-343-747-6372,2022-12-13,28665,grinding noise on start,Worn brake pads,Rotor machining or replacement,Cap inspection or replacement,Alternator,1.6,Laura Smith,368.83,Nissan,Altima,2015,-0.29164783966184044,0.0,0.0,0,2021-12-14,364.0,1.0000000000000002,0,2
SYNTHVIN000145,Mike Anderson | +1-343-747-6372,2024-01-11,42455,grinding noise on start,Worn brake pads,Rotor machining or replacement,Cap inspection or replacement,Alternator,1.6,Laura Smith,368.83,Nissan,Altima,2015,-0.29164783966184044,0.0,0.0,0,2022-12-13,394.0,1.0000000000000002,0,2
SYNTHVIN000146,Jane Davis | +1-706-187-4360,2021-12-20,58197,Brakes squeaking,Worn brake pads,Cap inspection or replacement,Rotor machining or replacement,Starter motor,2.2,Laura Smith,361.17,Hyundai,Sonata,2015,0.3365014035196089,0.0,0.0,0,,,0.0,0,2
SYNTHVIN000146,Jane Davis | +1-706-187-4360,2022-12-08,70552,Brakes squeaking,Worn brake pads,Cap inspection or replacement,Rotor machining or replacement,Starter motor,2.2,Laura Smith,361.17,Hyundai,Sonata,2015,0.3365014035196089,0.0,0.0,0,2021-12-20,353.0,1.0000000000000002,0,0
SYNTHVIN000146,Jane Davis | +1-706-187-4360,2024-01-11,84517,Brakes squeaking,Worn brake pads,Cap inspection or replacement,Rotor machining or replacement,Starter motor,2.2,Laura Smith,361.17,Hyundai,Sonata,2015,0.3365014035196089,0.0,0.0,0,2022-12-08,399.0,1.0000000000000002,0,0
SYNTHVIN000147,John Martinez | +1-843-689-8379,2021-12-11,51925,Brakes squeaking,Cracked oil pan,AC system recharge,Head gasket replacement,Starter motor,1.6,John Doe,345.45,Toyota,Corolla,2015,-0.29164783966184044,0.0,0.0,0,,,0.0,0,2
SYNTHVIN000147,John Martinez | +1-843-689-8379,2022-12-05,64490,Brakes squeaking,Cracked oil pan,AC system recharge,Head gasket replacement,Starter motor,1.6,John Doe,345.45,Toyota,Corolla,2015,-0.29164783966184044,0.0,0.0,0,2021-12-11,359.0,1.0000000000000002,0,0
SYNTHVIN000147,John Martinez | +1-843-689-8379,2023-12-20,77790,Brakes squeaking,Cracked oil pan,AC system recharge,Head gasket replacement,Starter motor,1.6,John Doe,345.45,Toyota,Corolla,2015,-0.29164783966184044,0.0,0.0,0,2022-12-05,380.0,1.0000000000000002,0,0
SYNTHVIN000148,John Martinez | +1-598-904-9333,2021-12-14,21802,Excessive exhaust smoke,Starter motor worn,Oil pan replacement,Oil pan gasket replacement,Throttle cleaner,1.7,Laura Smith,265.94,Honda,Civic,2012,-0.18695629913159903,0.0,0.0,0,,,0.0,0,2
SYNTHVIN000148,John Martinez | +1-598-904-9333,2022-08-22,30587,Excessive exhaust smoke,Starter motor worn,Oil pan replacement,Oil pan gasket replacement,Throttle cleaner,1.7,Laura Smith,265.94,Honda,Civic,2012,-0.18695629913159903,0.0,0.0,0,2021-12-14,251.0,1.0,0,2
SYNTHVIN000148,John Martinez | +1-598-904-9333,2023-03-29,38252,Excessive exhaust smoke,Starter motor worn,Oil pan replacement,Oil pan gasket replacement,Throttle cleaner,1.7,Laura Smith,265.94,Honda,Civic,2012,-0.18695629913159903,0.0,0.0,0,2022-08-22,219.0,1.0,0,2
SYNTHVIN000148,John Martinez | +1-598-904-9333,2023-10-27,45672,Excessive exhaust smoke,Starter motor worn,Oil pan replacement,Oil pan gasket replacement,Throttle cleaner,1.7,Laura Smith,265.94,Honda,Civic,2012,-0.18695629913159903,0.0,0.0,0,2023-03-29,212.0,1.0,0,2
SYNTHVIN000148,John Martinez | +1-598-904-9333,2024-05-20,52882,Excessive exhaust smoke,Starter motor worn,Oil pan replacement,Oil pan gasket replacement,Throttle cleaner,1.7,Laura Smith,265.94,Honda,Civic,2012,-0.18695629913159903,0.0,0.0,0,2023-10-27,206.0,1.0,0,2
SYNTHVIN000149,John Martinez | +1-598-904-9333,2022-01-24,19770,Brakes squeaking,Starter motor worn,Brake pad replacement,Battery replacement,Alternator,2.3,Laura Smith,450.21,Honda,Civic,2012,0.44119294404985004,0.0,0.0,0,,,0.0,0,2
SYNTHVIN000149,John Martinez | +1-598-904-9333,2023-07-08,38320,Brakes squeaking,Starter motor worn,Brake pad replacement,Battery replacement,Alternator,2.3,Laura Smith,450.21,Honda,Civic,2012,0.44119294404985004,0.0,0.0,0,2022-01-24,530.0,1.0000000000000002,0,2
SYNTHVIN000150,Emily Johnson | +1-426-123-2422,2022-01-19,79439,Transmission slipping,Transmission fluid low,Transmission fluid flush,Sensor replacement,Brake pad set,1.3,John Doe,302.0,Honda,Accord,2003,-0.6057224612525651,0.0,0.0,0,,,0.0,0,0
SYNTHVIN000150,Emily Johnson | +1-426-123-2422,2022-10-07,88574,Transmission slipping,Transmission fluid low,Transmission fluid flush,Sensor replacement,Brake pad set,1.3,John Doe,302.0,Honda,Accord,2003,-0.6057224612525651,0.0,0.0,0,2022-01-19,261.0,1.0000000000000002,0,0
SYNTHVIN000150,Emily Johnson | +1-426-123-2422,2023-07-26,98794,Transmission slipping,Transmission fluid low,Transmission fluid flush,Sensor replacement,Brake pad set,1.3,John Doe,302.0,Honda,Accord,2003,-0.6057224612525651,0.0,0.0,0,2022-10-07,292.0,1.0000000000000002,0,0
SYNTHVIN000150,Emily Johnson | +1-426-123-2422,2024-03-25,107299,Transmission slipping,Transmission fluid low,Transmission fluid flush,Sensor replacement,Brake pad set,1.3,John Doe,302.0,Honda,Accord,2003,-0.6057224612525651,0.0,0.0,0,2023-07-26,243.0,1.0000000000000002,0,0
SYNTHVIN000151,James Hodges | +1-611-101-7838,2022-01-22,8334,steering vibration,Starter motor worn,Spark plug replacement,Sensor replacement,Refrigerant,1.1,Mike Johnson,166.33,Jeep,Wrangler,2001,-0.8151055423130481,0.0,0.0,0,,,0.0,0,4
SYNTHVIN000151,James Hodges | +1-611-101-7838,2023-07-12,27094,steering vibration,Starter motor worn,Spark plug replacement,Sensor replacement,Refrigerant,1.1,Mike Johnson,166.33,Jeep,Wrangler,2001,-0.8151055423130481,0.0,0.0,0,2022-01-22,536.0,1.0000000000000002,0,4
SYNTHVIN000152,James Hodges | +1-611-101-7838,2022-01-01,51317,steering vibration,Starter motor worn,Spark plug replacement,Sensor replacement,Refrigerant,1.1,Mike Johnson,166.33,Jeep,Wrangler,2001,-0.8151055423130481,0.0,0.0,0,,,0.0,0,4
SYNTHVIN000152,James Hodges | +1-611-101-7838,2022-09-11,60172,steering vibration,Starter motor worn,Spark plug replacement,Sensor replacement,Refrigerant,1.1,Mike Johnson,166.33,Jeep,Wrangler,2001,-0.8151055423130481,0.0,0.0,0,2022-01-01,253.0,1.0000000000000002,0,4
SYNTHVIN000152,James Hodges | +1-611-101-7838,2023-07-04,70532,steering vibration,Starter motor worn,Spark plug replacement,Sensor replacement,Refrigerant,1.1,Mike Johnson,166.33,Jeep,Wrangler,2001,-0.8151055423130481,0.0,0.0,0,2022-09-11,296.0,1.0000000000000002,0,0
SYNTHVIN000152,James Hodges | +1-611-101-7838,2024-04-11,80402,steering vibration,Starter motor worn,Spark plug replacement,Sensor replacement,Refrigerant,1.1,Mike Johnson,166.33,Jeep,Wrangler,2001,-0.8151055423130481,0.0,0.0,0,2023-07-04,282.0,1.0000000000000002,0,0
SYNTHVIN000153,John Martinez | +1-598-904-9333,2022-01-12,59559,Excessive exhaust smoke,Starter motor worn,Oil pan replacement,Oil pan gasket replacement,Throttle cleaner,1.7,Laura Smith,265.94,Honda,Civic,2012,-0.18695629913159903,0.0,0.0,0,,,0.0,0,0
SYNTHVIN000153,John Martinez | +1-598-904-9333,2022-09-04,67784,Excessive exhaust smoke,Starter motor worn,Oil pan replacement,Oil pan gasket replacement,Throttle cleaner,1.7,Laura Smith,265.94,Honda,Civic,2012,-0.18695629913159903,0.0,0.0,0,2022-01-12,235.0,1.0,0,0
SYNTHVIN000153,John Martinez | +1-598-904-9333,2023-07-15,78774,Excessive exhaust smoke,Starter motor worn,Oil pan replacement,Oil pan gasket replacement,Throttle cleaner,1.7,Laura Smith,265.94,Honda,Civic,2012,-0.18695629913159903,0.0,0.0,0,2022-09-04,314.0,1.0,0,0
SYNTHVIN000153,John Martinez | +1-598-904-9333,2024-04-17,88469,Excessive exhaust smoke,Starter motor worn,Oil pan replacement,Oil pan gasket replacement,Throttle cleaner,1.7,Laura Smith,265.94,Honda,Civic,2012,-0.18695629913159903,0.0,0.0,0,2023-07-15,277.0,1.0,0,0
SYNTHVIN000154,Emily Johnson | +1-426-123-2422,2022-01-16,52240,Transmission slipping,Transmission fluid low,Transmission fluid flush,Sensor replacement,Brake pad set,1.3,John Doe,302.0,Honda,Accord,2003,-0.6057224612525651,0.0,0.0,0,,,0.0,0,4
SYNTHVIN000154,Emily Johnson | +1-426-123-2422,2022-10-05,61410,Transmission slipping,Transmission fluid low,Transmission fluid flush,Sensor replacement,Brake pad set,1.3,John Doe,302.0,Honda,Accord,2003,-0.6057224612525651,0.0,0.0,0,2022-01-16,262.0,1.0000000000000002,0,0
SYNTHVIN000154,Emily Johnson | +1-426-123-2422,2023-07-13,71245,Transmission slipping,Transmission fluid low,Transmission fluid flush,Sensor replacement,Brake pad set,1.3,John Doe,302.0,Honda,Accord,2003,-0.6057224612525651,0.0,0.0,0,2022-10-05,281.0,1.0000000000000002,0,0
SYNTHVIN000154,Emily Johnson | +1-426-123-2422,2024-03-07,79575,Transmission slipping,Transmission fluid low,Transmission fluid flush,Sensor replacement,Brake pad set,1.3,John Doe,302.0,Honda,Accord,2003,-0.6057224612525651,0.0,0.0,0,2023-07-13,238.0,1.0000000000000002,0,0
SYNTHVIN000154,Emily Johnson | +1-426-123-2422,2024-04-02,80485,Follow-up: Transmission slipping,Transmission fluid low,Transmission fluid flush,Sensor replacement,Brake pad set,1.3,John Doe,302.0,Honda,Accord,2003,-0.6057224612525651,0.0,0.0,1,2024-03-07,26.0,0.7688625318627549,1,0
SYNTHVIN000155,James Hodges | +1-611-101-7838,2022-01-17,75117,car stalls sometimes,Loose battery terminal,Head gasket replacement,Spark plug replacement,Head gasket,4.8,Mike Johnson,848.43,Jeep,Wrangler,2001,3.0584814573058883,127.26449999999998,127.26449999999998,0,,,0.0,2,3
SYNTHVIN000155,James Hodges | +1-611-101-7838,2022-12-20,86912,car stalls sometimes,Loose battery terminal,Head gasket replacement,Spark plug replacement,Head gasket,4.8,Mike Johnson,848.43,Jeep,Wrangler,2001,3.0584814573058883,127.26449999999998,127.26449999999998,0,2022-01-17,337.0,1.0000000000000002,2,3
SYNTHVIN000155,James Hodges | +1-611-101-7838,2023-12-12,99407,car stalls sometimes,Loose battery terminal,Head gasket replacement,Spark plug replacement,Head gasket,4.8,Mike Johnson,848.43,Jeep,Wrangler,2001,3.0584814573058883,127.26449999999998,127.26449999999998,0,2022-12-20,357.0,1.0000000000000002,2,3
SYNTHVIN000156,John Smith | +1-702-855-8213,2021-12-24,67493,Steering wheel vibration,O2 sensor fault,Oil pan gasket replacement,Transmission fluid flush,Head gasket,4.1,Mike Johnson,607.55,Mercedes-Benz,E-Class,2000,2.3256406735941977,91.1325,91.1325,0,,,0.0,2,3
SYNTHVIN000156,John Smith | +1-702-855-8213,2023-08-01,87968,Steering wheel vibration,O2 sensor fault,Oil pan gasket replacement,Transmission fluid flush,Head gasket,4.1,Mike Johnson,607.55,Mercedes-Benz,E-Class,2000,2.3256406735941977,91.1325,91.1325,0,2021-12-24,585.0,1.0,2,3
SYNTHVIN000157,John Martinez | +1-598-904-9333,2022-01-12,16585,Brakes squeaking,Starter motor worn,Brake pad replacement,Battery replacement,Alternator,2.3,Laura Smith,450.21,Honda,Civic,2012,0.44119294404985004,0.0,0.0,0,,,0.0,0,2
SYNTHVIN000157,John Martinez | +1-598-904-9333,2023-06-16,34785,Brakes squeaking,Starter motor worn,Brake pad replacement,Battery replacement,Alternator,2.3,Laura Smith,450.21,Honda,Civic,2012,0.44119294404985004,0.0,0.0,0,2022-01-12,520.0,1.0000000000000002,0,2
SYNTHVIN000158,John Martinez | +1-843-689-8379,2022-01-11,58689,Brakes squeaking,Cracked oil pan,AC system recharge,Head gasket replacement,Starter motor,1.6,John Doe,345.45,Toyota,Corolla,2015,-0.29164783966184044,0.0,0.0,0,,,0.0,0,2
SYNTHVIN000158,John Martinez | +1-843-689-8379,2023-01-13,71534,Brakes squeaking,Cracked oil pan,AC system recharge,Head gasket replacement,Starter motor,1.6,John Doe,345.45,Toyota,Corolla,2015,-0.29164783966184044,0.0,0.0,0,2022-01-11,367.0,1.0000000000000002,0,0
SYNTHVIN000158,John Martinez | +1-843-689-8379,2023-02-02,72234,Follow-up: Brakes squeaking,Cracked oil pan,AC system recharge,Head gasket replacement,Starter motor,1.6,John Doe,345.45,Toyota,Corolla,2015,-0.29164783966184044,0.0,0.0,1,2023-01-13,20.0,0.735763635557348,1,0
SYNTHVIN000158,John Martinez | +1-843-689-8379,2024-01-20,84554,Brakes squeaking,Cracked oil pan,AC system recharge,Head gasket replacement,Starter motor,1.6,John Doe,345.45,Toyota,Corolla,2015,-0.29164783966184044,0.0,0.0,0,2023-02-02,352.0,1.0000000000000002,0,0
SYNTHVIN000159,Carlos Smith | +1-498-228-8475,2022-01-02,46095,Transmission slipping,Loose gas cap,Electrical diagnostic and repair,Spark plug replacement,Alternator,1.7,Carlos Garcia,316.4,Chevrolet,Tahoe,1999,-0.18695629913159903,0.0,0.0,0,,,0.0,0,2
SYNTHVIN000159,Carlos Smith | +1-498-228-8475,2022-12-08,57995,Transmission slipping,Loose gas cap,Electrical diagnostic and repair,Spark plug replacement,Alternator,1.7,Carlos Garcia,316.4,Chevrolet,Tahoe,1999,-0.18695629913159903,0.0,0.0,0,2022-01-02,340.0,1.0000000000000002,0,2
SYNTHVIN000159,Carlos Smith | +1-498-228-8475,2024-01-24,72415,Transmission slipping,Loose gas cap,Electrical diagnostic and repair,Spark plug replacement,Alternator,1.7,Carlos Garcia,316.4,Chevrolet,Tahoe,1999,-0.18695629913159903,0.0,0.0,0,2022-12-08,412.0,1.0000000000000002,0,0
SYNTHVIN000160,Carlos Smith | +1-498-228-8475,2022-01-08,28497,Transmission slipping,Loose gas cap,Electrical diagnostic and repair,Spark plug replacement,Alternator,1.7,Carlos Garcia,316.4,Chevrolet,Tahoe,1999,-0.18695629913159903,0.0,0.0,0,,,0.0,0,2
SYNTHVIN000160,Carlos Smith | +1-498-228-8475,2022-01-15,28742,Follow-up: Transmission slipping,Loose gas cap,Electrical diagnostic and repair,Spark plug replacement,Alternator,1.7,Carlos Garcia,316.4,Chevrolet,Tahoe,1999,-0.18695629913159903,0.0,0.0,1,2022-01-08,7.0,0.7688625318627549,1,2
SYNTHVIN000160,Carlos Smith | +1-498-228-8475,2022-12-22,40677,Transmission slipping,Loose gas cap,Electrical diagnostic and repair,Spark plug replacement,Alternator,1.7,Carlos Garcia,316.4,Chevrolet,Tahoe,1999,-0.18695629913159903,0.0,0.0,0,2022-01-15,341.0,1.0000000000000002,0,2
SYNTHVIN000160,Carlos Smith | +1-498-228-8475,2024-01-22,54537,Transmission slipping,Loose gas cap,Electrical diagnostic and repair,Spark plug replacement,Alternator,1.7,Carlos Garcia,316.4,Chevrolet,Tahoe,1999,-0.18695629913159903,0.0,0.0,0,2022-12-22,396.0,1.0000000000000002,0,2
SYNTHVIN000161,James Johnson | +1-275-769-4355,2021-12-03,18333,oil leak,Alternator failing,AC system recharge,Battery replacement,Wheel weights,0.8,Carlos Garcia,109.24,Ford,Mustang,1998,-1.1291801639037728,0.0,0.0,0,,,0.0,0,4
SYNTHVIN000161,James Johnson | +1-275-769-4355,2022-12-19,31668,oil leak,Alternator failing,AC system recharge,Battery replacement,Wheel weights,0.8,Carlos Garcia,109.24,Ford,Mustang,1998,-1.1291801639037728,0.0,0.0,0,2021-12-03,381.0,1.0000000000000002,0,4
SYNTHVIN000161,James Johnson | +1-275-769-4355,2024-01-31,45948,oil leak,Alternator failing,AC system recharge,Battery replacement,Wheel weights,0.8,Carlos Garcia,109.24,Ford,Mustang,1998,-1.1291801639037728,0.0,0.0,0,2022-12-19,408.0,1.0000000000000002,0,4
SYNTHVIN000162,Carlos Smith | +1-498-228-8475,2021-12-06,13945,car stalls sometimes,Unbalanced tires,Oil pan replacement,Electrical diagnostic and repair,Refrigerant,1.2,Laura Smith,277.05,Chevrolet,Tahoe,1999,-0.7104140017828067,0.0,0.0,0,,,0.0,0,4
SYNTHVIN000162,Carlos Smith | +1-498-228-8475,2022-07-22,21925,car stalls sometimes,Unbalanced tires,Oil pan replacement,Electrical diagnostic and repair,Refrigerant,1.2,Laura Smith,277.05,Chevrolet,Tahoe,1999,-0.7104140017828067,0.0,0.0,0,2021-12-06,228.0,1.0000000000000002,0,4
SYNTHVIN000162,Carlos Smith | +1-498-228-8475,2023-04-10,31095,car stalls sometimes,Unbalanced tires,Oil pan replacement,Electrical diagnostic and repair,Refrigerant,1.2,Laura Smith,277.05,Chevrolet,Tahoe,1999,-0.7104140017828067,0.0,0.0,0,2022-07-22,262.0,1.0000000000000002,0,4
SYNTHVIN000162,Carlos Smith | +1-498-228-8475,2023-10-07,37395,car stalls sometimes,Unbalanced tires,Oil pan replacement,Electrical diagnostic and repair,Refrigerant,1.2,Laura Smith,277.05,Chevrolet,Tahoe,1999,-0.7104140017828067,0.0,0.0,0,2023-04-10,180.0,1.0000000000000002,0,4
SYNTHVIN000162,Carlos Smith | +1-498-228-8475,2024-06-02,45760,car stalls sometimes,Unbalanced tires,Oil pan replacement,Electrical diagnostic and repair,Refrigerant,1.2,Laura Smith,277.05,Chevrolet,Tahoe,1999,-0.7104140017828067,0.0,0.0,0,2023-10-07,239.0,1.0000000000000002,0,4
SYNTHVIN000163,Laura Johnson | +1-962-574-2297,2021-12-16,6733,Brakes squeaking,Worn alternator bearings,Oil pan gasket replacement,Head gasket replacement,Transmission fluid,2.8,Laura Smith,420.2,Ford,Escape,2014,0.9646506467010577,63.029999999999994,63.029999999999994,0,,,0.0,0,1
SYNTHVIN000163,Laura Johnson | +1-962-574-2297,2022-09-14,16253,Brakes squeaking,Worn alternator bearings,Oil pan gasket replacement,Head gasket replacement,Transmission fluid,2.8,Laura Smith,420.2,Ford,Escape,2014,0.9646506467010577,63.029999999999994,63.029999999999994,0,2021-12-16,272.0,1.0000000000000002,0,1
SYNTHVIN000163,Laura Johnson | +1-962-574-2297,2023-06-04,25458,Brakes squeaking,Worn alternator bearings,Oil pan gasket replacement,Head gasket replacement,Transmission fluid,2.8,Laura Smith,420.2,Ford,Escape,2014,0.9646506467010577,63.029999999999994,63.029999999999994,0,2022-09-14,263.0,1.0000000000000002,0,1
SYNTHVIN000163,Laura Johnson | +1-962-574-2297,2024-04-11,36378,Brakes squeaking,Worn alternator bearings,Oil pan gasket replacement,Head gasket replacement,Transmission fluid,2.8,Laura Smith,420.2,Ford,Escape,2014,0.9646506467010577,63.029999999999994,63.029999999999994,0,2023-06-04,312.0,1.0000000000000002,0,1
SYNTHVIN000163,Laura Johnson | +1-962-574-2297,2024-05-04,37183,Follow-up: Brakes squeaking,Worn alternator bearings,Oil pan gasket replacement,Head gasket replacement,Transmission fluid,2.8,Laura Smith,420.2,Ford,Escape,2014,0.9646506467010577,63.029999999999994,63.029999999999994,1,2024-04-11,23.0,0.735763635557348,1,1
SYNTHVIN000164,Jane Smith | +1-469-282-5116,2022-01-14,46112,battery keeps dying,Blown head gasket,Brake pad replacement,Alternator replacement,Starter motor,2.3,Mike Johnson,441.48,Chevrolet,Suburban,2013,0.44119294404985004,0.0,0.0,0,,,0.0,0,2
